bin.6	Alteromonadaceae
bin.1	Sphingomonadaceae
bin.11	Nitrincolaceae
bin.15	Litoricolaceae
bin.13	Alteromonadaceae
bin.5	Alteromonadaceae
bin.12	Rhodobacteraceae
bin.14	Rhodobacteraceae
bin.8	Rhodobacteraceae
bin.2	Rhodobacteraceae
bin.10	Rhodobacteraceae
bin.3	Flavobacteriaceae
