m/z (positive mode),RT,R1a_0.5h,R1b_0.5h,R1c_0.5h,R2a_0.5h,R2b_0.5h,R2c_0.5h,R3a_0.5h,R3b_0.5h,R3c_0.5h,R1a_4h,R1b_4h,R1c_4h,R2a_4h,R2b_4h,R2c_4h,R3a_4h,R3b_4h,R3c_4h,R1a_24h,R1b_24h,R1c_24h,R2a_24h,R2b_24h,R2c_24h,R3a_24h,R3b_24h,R3c_24h,R1a_48h,R1b_48h,R1c_48h,R2a_48h,R2b_48h,R2c_48h,R3a_48h,R3b_48h,R3c_48h,A1a_0.5h,A1b_0.5h,A1c_0.5h,A2a_0.5h,A2b_0.5h,A2c_0.5h,A3a_0.5h,A3b_0.5h,A3c_0.5h,A1a_4h,A1b_4h,A1c_4h,A2a_4h,A2b_4h,A2c_4h,A3a_4h,A3b_4h,A3c_4h,A1a_24h,A1b_24h,A1c_24h,A2a_24h,A2b_24h,A2c_24h,A3a_24h,A3b_24h,A3c_24h,A1a_48h,A1b_48h,A1c_48h,A2a_48h,A2b_48h,A2c_48h,A3a_48h,A3b_48h,A3c_48h
252.15296,21.86,6179.204241,5146.969308,5602.328125,1293.142857,1336,1264.571429,6550.909598,5716.34375,1493.714286,13326.57617,12908.81738,15844.7334,2030,10146.24316,9862.716797,9227.629883,9553.043945,9424.601563,19860.14258,5638,19572.98633,12520.20703,11789.87598,12029.32324,11673.8877,11260.70703,11492.56934,16542.85156,16447.94336,15255.6709,10634.25195,11456.41211,9254.919922,2742,11563.97168,2667,0,0,0,73.14285714,1369.142857,0,76,0,92,2993,182,2957,0,0,2764,0,2992,2736,10924.30859,2899,11805.22266,11437.98438,12903.9502,12165.34082,14793.85645,13896.20801,13195.87402,18572.91406,20186.16797,20564.81445,18723.65625,18561.6582,16814.80859,21337.68359,20901.8125,21189.36328
255.1363,611.27,829.902274,1112.986816,221.7142857,79.42857143,115.4285714,109.1428571,143.4285714,212.5714286,510.5719169,2887.396729,2627.602783,2350.345459,456,482,477,494,2185.887695,1625.773438,337,448,334,153,0,182,214,198,291,417,310,1900.295532,0,283,142,1527.524902,455,400,0,89.71428571,0,245.1428571,230.2857143,196,122.8571429,114.2857143,0,237,190,311,422,316,292,165,179,285,306,234,0,0,0,0,0,0,0,256,315,331,185,225,158,246,192,210
255.84081,22.51,762.8571429,818.8571429,1205.714286,531.4285714,506.8571429,577.1428571,41.71428571,0,0,0,0,89,145,119,137,96,0,0,16641,15247,15688,424,490,382,203,216,220,534,531,408,157,153,108,0,0,0,1993.142857,2151.428571,2057.142857,505.7142857,410.2857143,501.1428571,99.42857143,92,108.5714286,166,209,0,268,151,212,138,154,134,18949,21666,22687,147,496,141,150,136,118,135,110,118,5477,5398,5846,5982,6984,6201
256.0364,21.72,1009.391811,503.4285714,372,352.5714286,0,0,2012.378209,2073.263532,2109.615653,2859.291016,853,3387.128174,637,0,542,0,0,0,687,0,1736.574219,610,1557.423462,526,1115,2486.570313,2403.64209,0,754,2182.44873,490,545,464,0,0,0,0,0,661.7142857,1085.714286,1045.714286,1079.428571,294.2857143,642.8571429,563.4285714,357,510,0,421,366,357,0,0,0,0,451,0,0,0,0,0,0,0,1082,969,865,486,0,0,488,880,0
256.05625,20.17,430.2857143,503.4285714,0,0,0,0,0,0,0,1002,853,0,637,0,542,0,0,0,687,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,1610.796875,1383.737165,1928.567383,1085.714286,3978.835938,1079.428571,294.2857143,2454.909877,2588.416295,357,0,0,0,0,357,0,0,0,0,451,0,0,0,0,0,0,0,3990.66626,3437.491455,3348.536377,0,0,0,0,497,389
256.24042,1104.62,2514.946987,2469.589286,2553.300502,140.5714286,0,103.4285714,58.28571429,53.71428571,0,4111.758301,5238.625488,4274.376465,13529.2793,10375.05566,14382.97559,160,134,209,0,0,96,196,232,153,300,235,345,189,288,175,178,232,180,481,2749.02002,431,182.2857143,212.5714286,204.5714286,1502.012137,1421.628069,202.8571429,239.4285714,280,285.1428571,278,421,334,5349.890137,4895.149902,5777.38623,393,416,471,169,165,276,5423.307129,6486.251953,5162.621582,3996.398438,3695.701416,4787.214355,10848.65234,8191.495117,7636.914063,275,271,249,5091.404785,8167.341309,9034.094727
256.74302,21.89,176,212.5714286,285.1428571,459.4285714,370.8571429,402.8571429,0,0,0,0,65,0,85,0,0,0,0,0,2023,1664,1901,507,313,342,0,82,0,362,258,220,204,191,216,0,0,0,241.7142857,270.2857143,346.2857143,533.7142857,517.7142857,584,0,0,0,0,0,0,0,0,0,0,0,0,1270,1707,1616,434,472,509,0,0,0,181,148,156,686,895,755,1018,936,953
257.23592,20.55,0,0,0,0,121.1428571,124.5714286,102.2857143,64.57142857,80.57142857,0,0,0,149,0,0,211,133,193,11339.29492,10696.64258,11244.40625,5962.787598,6738.553711,5164.781738,2183.811279,2979.12207,3128.479492,61913.02344,63940.91016,59525.40234,6296.083984,6553.999023,6926.583984,4874.302246,4880.408203,5045.65332,119.4285714,82.28571429,82.85714286,0,0,0,132,76,78.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0
257.23596,348.86,270.8571429,209.7142857,202.8571429,0,0,0,0,0,0,381,362,462,213,0,255,0,0,0,15243.7998,14564.39746,15216.17773,6135.793457,1842,6357.298828,2938.766602,2941.560547,3805.367188,99082.60156,93211.91406,101290.5469,1269.49585,1959.727539,2057.727539,14603.46973,13797.88477,14137.89941,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,171,154,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0
257.27204,647.5,6186.285714,5880.571429,6377.714286,1716.253906,2297.982701,2174.693638,2226.857143,2421.714286,2822.285714,4758,5272,5245,4812,4697,5062,939,968,855,6099,5866,6867,7118,6076,6869,6155,5510,6115,4154,3346,3256,1517,2246,1678,22633.76758,19717.42578,22253.79883,3780,4882.285714,5917.714286,32457.01786,32178.07143,32152.97545,6300.571429,5873.714286,6955.428571,25488,24765,26862,66177.26563,61711.4375,56625.40625,37138,35153,37287,15808,16490,19037,2725,2622,2845,14206,17014,14068,25055,28435,27925,2579,3893,3894,7121,6470,8094
257.27222,645.05,21743.70536,22135.3817,23745.12946,572,650.2857143,750.2857143,7284.039621,7414.16183,9899.581473,15976.11133,15481.49609,18521.05859,17454.73633,17101.16016,18309.41992,2508.679932,3355.208984,3018.841797,21167.38281,21817.43164,24618.89844,23103.19727,23550.51172,22879.80664,22622.1543,18941.4668,23456.56055,14001.04004,12016.9707,11354.6377,5007.578125,6953.440918,6512.635742,6444,5878,7214,13468.92299,15003.90625,17717.77121,9225.142857,9295.428571,9212.571429,20804.47321,18637.5558,23719.75223,85927.72656,78873.125,93921.59375,18664,17232,16521,128356.75,127461.3828,133518.4844,58334.75,63067.10547,65589.07813,9086.154297,8631.032227,10562.69336,53242.15234,60467.23828,53668.20313,86816.59375,101740.3594,103293.2578,9103.71875,10602.94922,11541.60254,23827.54102,24122.82617,28693.91602
257.83882,27.15,1153.714286,1108,1089.142857,954.8571429,910.2857143,747.4285714,0,0,0,156,100,132,175,211,306,130,142,171,883,4364,1526,565,599,621,93,0,125,844,791,760,204,218,227,112,139,154,1121.714286,1097.714286,1128.571429,644,718.2857143,681.1428571,109.1428571,123.4285714,134.8571429,160,216,142,142,215,208,191,173,265,2118,2348,1869,642,581,632,298,270,224,382,368,315,2317,2300,1963,2602,2653,2482
257.83894,22.25,1098.285714,1132,1304,658.2857143,720.5714286,686.8571429,0,0,0,156,100,132,0,211,306,0,142,171,21841,21472,20299,565,599,404,92,0,125,844,791,760,56,218,227,112,139,0,2585.714286,2572,2165.714286,512,592,600.5714286,109.1428571,123.4285714,70.85714286,160,124,142,142,215,208,191,0,265,31858,28618,31768,642,206,140,298,270,79,87,368,124,7464,8734,8131,7619,6445,8508
258.15854,703.43,0,0,94.28571429,0,0,0,0,0,46.85714286,171,0,126,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,227,207,244,165.1428571,150.2857143,233.7142857,1601.317941,1501.109654,1591.289202,141.7142857,141.7142857,189.7142857,2898.514404,2432.143311,2575.809326,2639.919189,2463.246338,2208.875244,2711.737305,2850.872559,723,2468.500488,2388.674561,2615.99585,242,0,0,342,499,463,2940.119141,3477.972412,3523.201172,139,217,241,0,191,182
258.74072,22.41,469.7142857,406.2857143,614.8571429,1015.428571,888,1001.714286,0,84,80,234,123,143,234,227,242,0,0,0,5259,4343,5196,912,1012,876,0,164,180,613,539,597,336,416,317,0,77,0,798.2857143,789.7142857,893.1428571,1111.428571,1462.285714,1457.714286,105.1428571,126.2857143,92,0,0,0,0,0,0,171,188,104,3503,4264,3973,1243,1338,1338,156,113,87,302,353,289,2007,2148,1727,2472,2460,2735
259.1215,459.62,1243.872907,1278.166853,1763.883929,104,216,146.8571429,220.5714286,911.5644531,849.9049247,1355.6427,1922.421509,2213.662354,2102.713135,4234.885742,2253.242676,296,1116.25647,450,382,336,459,355,414,382,253,0,463,389,0,1566.17334,156,0,0,2678.874268,4830.191406,2600.607422,0,0,0,84.57142857,74.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259.17776,20.56,790.8571429,836.5714286,2910.538783,608.5714286,626.8571429,0,2994.742746,2371.226283,681.1428571,1227,1128,5655.233887,1421,5328.546387,4648.22168,5212.899902,4894.994629,5668.938965,6684.3125,4959.148926,6488.066406,4893.208496,5185.898438,4299.993164,4667.187988,4915.624512,3953.217529,10581.94531,10827.42773,10526.70801,3862.177002,3366.170166,3593.050537,8751.00293,8464.379883,8318.539063,2181.313477,2307.799526,2402.285435,2565.491629,2603.929967,812,766.8571429,2783.993583,2474.481864,0,906,0,3773.62793,0,3358.924072,0,3709.055176,853,1018,3850.071289,3052.117676,0,0,718,1260,3630.429932,3836.203369,885,0,0,2444.414795,0,0,878,0,855
259.21456,20.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4145.305176,3933.14209,1383,2978.685791,1844.893066,2614.669922,458,515,0,23212.32227,23155.84961,22876.80859,1961.701538,579,1948.343628,2091.578613,1996.796753,2126.91333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260.14925,21.54,1025.720494,940.5714286,244,975.4285714,3830.808036,258.8571429,755.4285714,306.2857143,239.4285714,437,316,296,1899,5033.9375,1628,7920.024902,8462.762695,7312.036133,3261.046631,329,374,1746.990845,1648,2253.619629,718.5561523,1820,1755,1682,0,1834,7310.895996,8827.829102,7207.325684,7760.097168,1649,1672,928.5714286,5250.688058,280,930.7833426,906.8571429,1167.998047,4179.440848,3627.693917,4280.838728,2379.779053,527,360,388,4750.958496,404,0,0,671,9262.239258,1890,9750.169922,7284.830566,6300.282715,6479.961426,7210.51709,9390.487305,1354,1794.357544,3746.843018,2690.041016,1456,378,5738.437012,7279.78418,6766.056641,1208.391968
260.19893,21.78,11744.57143,11721.71429,11182.28571,12222.85714,12232.57143,12828.57143,19108,18469.14286,17344.57143,53661,51679,51201,20186,20447,19362,29713,26551,28923,27582,27828,26744,10821,11329,10697,14107,16527,14006,43931,53448,48293,15183,12156,13402,23614,24854,25339,1087.428571,928.5714286,917.7142857,1618.857143,1519.428571,1529.142857,1904.571429,1993.142857,2004,1795,1879,1394,10033.72656,2277,2166,2611,2174,2356,1145,936,4376.151367,531,754,2022.764404,1397,1414,2066,1385,1162,5162.889648,4311.645508,1018,3388.077393,1623,6341.196289,6156.202637
262.08774,1135.27,466.8571429,461.7142857,483.4285714,5729.780692,2457.078683,2722.821429,212.5714286,149.1428571,253.7142857,6862.82373,4233.899902,7818.475098,8315.712891,9567.099609,9725.230469,4435.345703,7360.129883,4368.733398,201,219,256,242,202,258,10235.52832,10256.61914,10063.39746,366,291,494,6390.512695,3549.467529,5791.296875,6398.336914,5679.432617,11474.09375,3943.301339,3561.070871,6220.787946,5482.075893,5621.356585,5998.277902,4151.026507,3087.722935,2971.40904,4012.153809,10088.18555,6121.704102,3400.124756,9600.376953,9449.915039,478,480,425,7107.932129,6489.599609,6662.878906,11438.60938,10916.69141,11278.54785,10822.53711,10618.50977,10693.05371,9782.875,9835.341797,10293.90918,496,2637.115723,5690.682129,5548.127441,4563.146973,3661.431152
263.02533,383.09,102.2857143,91.42857143,96.57142857,0,0,0,0,0,0,280,150,137,0,233,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,177,177,109.7142857,86.85714286,106.2857143,2985.709821,2449.606027,808,338.4777134,196.5714286,173.1428571,216,258,253,5014.983398,4832.670898,3928.670898,1722.202148,2348.953613,2737.607178,623.6966553,261,345,0,124,0,1875.959839,2258.675537,492,896.5795898,1009.464783,403,342,215,351,285,310,221
263.02553,368.03,84.57142857,106.8571429,97.71428571,85.71428571,72.57142857,93.71428571,74.28571429,98.28571429,90.28571429,211,194,195,174,215,212,233,255,187,107,145,124,178,138,150,0,0,0,157,153,174,100,69,146,0,127,178,164,193.1428571,259.4285714,544.5714286,596.5714286,554.8571429,441.1428571,378.8571429,396,228,298,279,606,502,700,504,438,483,311,282,237,0,85,96,452,401,336,180,221,207,310,282,386,262,187,236
264.07651,459.19,8369.169643,7464.257813,8026.354353,4065.269531,5480.054688,4983.924665,7283.450335,7491.614955,8553.709263,10815.00781,10224.67285,12822.13574,13997.49414,14342.88867,13933.07813,9995.915039,10779.99023,10527.75977,8602.041016,9291.205078,9969.524414,10016.2207,9829.505859,10051.60645,6056.984863,5078.177246,6049.228027,12520.49121,11144.42969,12039.40625,5578.848145,7528.662598,6430.348145,13268.34961,11874.11426,10535.72363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264.18399,20.8,3723.90067,1238.285714,3396.061384,3214.248884,1122.857143,1044.571429,4068.646484,4720.380022,4662.09933,7729.855469,6312.67334,7364.921387,7891.615723,7956.64209,8413.55957,2028,7064.546387,6823.45752,7358.82959,1831,1994,1827,1962,5985.139648,5732.726074,6501.980469,1892,10301.05176,10263.45508,10301.28125,6022.430176,1540,1688,9239.227539,8779.651367,8968.505859,861.1428571,1082.285714,832.5714286,3752.06808,1068.571429,3472.669643,4143.941406,3741.883092,1106.285714,2243,2637,8551.706055,12790.87207,10096.20898,10612.83301,10612.74902,8674.370117,9686.287109,6898.947754,6256.162109,6085.111816,1332,1297,1295,16686.35938,5368,17957.38281,4007.55542,1012,1043,200,1032,0,1139,952,0
264.18411,173.05,0,110.2857143,214.2857143,0,0,0,189.7142857,250.8571429,212,582,1196.522095,489,0,0,136,0,0,218,0,110,0,0,0,0,235,0,0,315,361,323,0,0,0,3000.447998,3397.040527,2922.516113,0,0,0,156,268.5714286,206.2857143,0,0,0,465,2123.830322,1531.826172,5667.990234,5122.981445,4965.57959,4434.090332,4920.242676,4743.059082,269,166,187,0,0,0,3056.399902,3433.726074,2959.225342,124,0,0,0,0,0,0,0,0
265.21529,272.63,2468.166016,2521.029855,2708.184989,132.5714286,0,0,1486.012974,2238.898019,2686.323661,5485.775391,5841.121582,5068.080566,1170,2669.760498,3746.852539,3058.870605,3402.33374,3985.71582,4169.053223,4080.249512,4839.810059,450,401,1337.358887,4612.755371,4563.45459,5233.910645,6573.808105,6095.866699,5763.050293,175,284,122,10605.49707,9204.9375,10416.98047,0,116.5714286,106.8571429,444.5714286,505.1428571,0,0,223.4285714,354.2857143,1086.458252,430,1475.724487,345,728,775,1777,4456.810059,4804.907715,296,309,355,0,0,0,5862.922852,6547.500977,5789.008789,282,375,280,0,0,0,274,207,0
265.22554,483.4,3382.298549,2901.378348,5286.151228,181.7142857,209.7142857,220,200.5714286,234.8571429,1333.935965,6082.199219,4121.270996,9554.6875,10728.09082,10698.31543,11738.97266,435,2421.744873,464,208,278,271,291,238,236,3194.348145,3020.747559,3262.599609,438,319,368,226,310,269,6293.585449,4546.882324,6249.623047,1166.584612,1496.00293,1690.4149,4088.18192,4360.857701,788.5714286,2118.645926,333.1428571,2390.350725,5283.665039,3218.573486,3469.381592,8785.070313,6983.695313,6813.413086,4536.839355,3042.206299,6536.248535,3672.014648,5357.444336,4290.986816,5475.098145,6990.979492,7932.691895,8232.773438,6272.145508,6721.373535,7779.867676,9314.242188,9332.366211,363,304,165,2469.207275,4138.671875,3486.710938
266.10016,63.48,5178.321429,866.2857143,6147.574777,270.8571429,0,0,4902.819196,6127.290737,5883.744978,13272.47461,11555.26563,15874.57617,10266.18848,7699.178711,10418.3877,3845.973877,5080.095703,4030.025146,3660.664551,5098.614746,5565.043945,2776.302979,2839.349609,3723.719482,5809.511719,7153.415527,8217.570313,4687.58252,4323.837891,5589.109375,300,302,241,16806.19727,16165.26172,17324.1875,26587.40625,28951.36607,33369.71652,79621.79464,73977.91964,73329.28125,22048.125,21768.64732,25161.84598,12708,90260.41406,109635.0859,21971,172540.3438,160511.4531,26227,181960,170834.9219,51756.51953,50601.28906,47659.32031,9642.333008,1452,11094.11133,51440.60156,59519.47266,56299.12891,12159,77659.90625,81813.64844,22225.21484,4078,26569.33594,45266.96094,43796.73828,48486.89844
266.10065,63.43,188.5714286,258.2857143,225.7142857,297.1428571,310.2857143,285.1428571,322.2857143,348.5714286,384,407,427,389,399,448,413,443,495,461,477,341,352,229,355,289,378,285,238,490,310,386,316,202,342,434,418,420,1629.714286,1837.714286,1968.571429,1513.714286,1179.428571,1429.142857,1872,1473.714286,1448.571429,3302,2955,3138,3090,2723,3143,3710,2969,3041,1027,1474,1561,861,837,919,2282,1707,2010,1695,1577,1682,2129,1891,2527,1390,1346,1248
266.11548,534.33,18320.19978,17572.39732,18857.38616,13121.17188,15892.35268,15147.51786,22190.8125,21768.58036,24641.38839,28500.10352,28228.54102,30233.63477,35160.66797,36370.81641,34115.52344,33274.30078,36918.09375,33840.30078,12685.49805,13906.58887,14448.68066,15841.16309,15550.91699,15251.35547,6326.741211,6168.680664,7157.822266,12591.32422,12006.62012,11818.6543,8576.057617,11176.10645,10381.10938,9267.697266,8887.703125,9074.716797,0,0,0,0,0,103.4285714,90.28571429,83.42857143,0,0,0,0,0,0,0,0,0,83,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268.14027,503.83,333.1428571,353.7142857,0,168,273.7142857,0,306.8571429,815.6620396,1132.532575,533,557,431,388,396,1554.631714,430,457,380,0,406,402,0,0,0,0,0,0,260,227,205,0,193,0,0,0,0,8438.439732,9736.815848,9909.765625,8544.864955,8419.506138,8785.517857,6722.690848,6387.13058,6635.066406,21266.91992,20146.47656,21386.62695,13530.0459,12833.375,11909.37891,11665.52832,11755.26758,11993.59375,19442.45117,20982.6875,22512.74023,1366.024292,1233.669678,436,11032.55078,10125.84375,10545.71387,21851.63867,22382.85156,22754.11328,1198,4893.616211,4890.545898,3610.275635,3112.403809,4088.418457
269.14166,459.56,1840.080776,1829.496233,1985.222377,200.5714286,165.1428571,179.4285714,1030.833008,1025.410505,428,2632.693848,3221.746582,2873.014648,3200.89624,3255.383789,3406.651855,383,478,404,447,394,469,320,1918.518433,396,1525.588867,938.3068237,366,2287.139404,2041.80896,1893.455444,185,291,144,3857.752686,3619.194336,3242.095947,0,82.28571429,0,82.85714286,0,0,0,0,0,146,99,239,0,180,0,171,0,0,0,0,0,98,0,0,0,196,0,0,0,183,0,0,0,0,0,0
269.14643,22.58,858.8571429,649.7142857,905.1428571,694.8571429,685.7142857,644,874.2857143,879.4285714,734.2857143,1031,4848.236328,4535.978027,1629,1437,1516,1161,1490,1555,1027,965,1098,1368,1078,1025,1145,899,1149,1336,4785.103516,1109,1377,1158,1335,4765.955566,3929.889404,3824.437988,7379.266741,7519.219308,6924.920759,1429.714286,6877.97154,7116.082589,5286.516741,6650.271205,6311.587612,17468.50781,16388.88672,19262.39648,16253.50977,3209,3180,16988.45117,15512.79199,14590.1875,10826.81641,10974.09082,10991.8584,2375,2252,2399,10634.63867,11891.35156,11817.76953,2735,12363.37207,13345.80273,12593.89551,12027.23535,12716.3125,11549.25488,11775.7627,14432.07813
269.14757,57.61,413.7142857,2183.186244,442.2857143,0,0,0,362.8571429,348.5714286,1560.112165,3742.566895,6895.584473,6074.657227,561,728,444,0,262,369,441,0,452,0,241,337,456,449,502,0,335,478,73,106,0,721,742,814,504.5714286,561.7142857,687.4285714,1685.714286,1721.142857,1584.571429,423.4285714,361.7142857,574.8571429,2167,1971,2071,3778,2974,3399,4040,3861,3689,1187,1121,1406,198,1097.075928,271,1349,1329,1336,9143.474609,1727,11944.24414,496,399,526,1031,810,7324.016602
269.1989,20.59,2386.65346,0,721.1428571,2641.714844,798.8571429,714.2857143,710.2857143,671.4285714,722.8571429,3934.421143,1625,1629,5583.07373,5569.55127,5613.030762,1278,1308,4562.32373,1579,1617,1389,19994.61133,18118.04492,19416.64063,6052.089844,6312.763672,6343.728516,8350.751953,7108.439941,2210,9816.1875,8907.1875,9009.606445,17101.48633,17747.92969,16272.20313,3557.6875,2929.297712,2449.077567,1044,4377.111049,1085.142857,746.8571429,2499.07115,2748.615513,3637.395508,1311,1117,1364,4642.729004,4668.306152,0,885,974,3905.366943,4975.674316,0,3536.564941,1136,1119,4582.981934,1481,1555,3762.533203,3684.25,3191.000488,3280.849121,3367.426758,827,992,1193,1080
270.14507,21.05,21641.0558,6430.285714,5950.285714,4744,16444.94531,12926.15737,5921.714286,20574.06696,20099.57589,65412.78125,63847.94531,65423.30859,59721.67188,62362.40234,62205.65234,47421.25,47084.42578,46632.76953,61586.32422,56254.23438,62114.27734,42753.66016,40161.83594,39142.05469,33817.26953,35891.04688,32299.1582,46527.75,53482.74609,50836.67578,59897.34766,53782.91406,58567.91797,36810.72656,40789.34375,38408.3125,32518.83259,31842.72098,28971.00446,34876.40402,36761.64286,36586.57589,5445.714286,18991.78795,18999.95313,8161,9426,8601,32370.01563,31794.38867,9067,6623,6864,6496,10287,36063.22656,28973.25,11691.76855,11406.60449,3712,5683,18130.61719,5665,31911.62305,9231,29889.0957,24520.57031,6573,7142,4703,14126.21582,14192.6582
270.14635,236.19,5087.928571,9982.111607,319.4285714,195.4285714,204,228,337.7142857,284,6804.827009,506,524,0,385,6320.529297,419,3008.358887,4450.903809,456,381,454,433,167,207,275,237,245,231,430,451,390,0,0,104,0,0,453,117.1428571,90.85714286,0,263.4285714,5793.848214,344,189.1428571,196.5714286,164.5714286,309,314,259,418,452,0,436,447,519,0,0,245,0,0,0,198,230,0,0,322,273,83,0,0,116,0,129
270.14687,430.11,6748.743862,325.7142857,4290.030413,102.8571429,147.4285714,82.85714286,0,274.8571429,268.5714286,1541.434937,684,579,0,583,724,0,0,330,0,221,0,194,261,212,250,168,0,255,365,326,0,0,0,518,16326.07129,7597.722656,81.71428571,140.5714286,137.7142857,3745.489955,3493.09933,4884.223214,1301.487026,247.4285714,1377.591936,275,301,5102.395996,689,4871.112793,4100.996582,5815.664551,3368.099365,5260.896973,475,480,478,0,0,0,3550.38916,11046.07227,6316.344238,306,0,205,0,212,0,0,119,0
