bin.10	3617.11
bin.11	9980.4
bin.12	66004.6
bin.13	4894.84
bin.14	913.09
bin.15	38891.7
bin.1	6563.07
bin.2	3110.96
bin.3	149048
bin.4	2596.34
bin.5	53072.5
bin.6	82503.9
bin.7	2652.19
bin.8	1754.66
bin.9	12571.5
